0	0	8978
0	500000	2506
500000	500000	12235
0	1000000	454
500000	1000000	1665
1000000	1000000	10414
0	1500000	160
500000	1500000	247
1000000	1500000	2466
1500000	1500000	9546
0	2000000	118
500000	2000000	173
1000000	2000000	1074
1500000	2000000	3619
2000000	2000000	9944
0	2500000	114
500000	2500000	172
1000000	2500000	990
1500000	2500000	1846
2000000	2500000	3636
2500000	2500000	10663
0	3000000	161
500000	3000000	243
1000000	3000000	661
1500000	3000000	476
2000000	3000000	441
2500000	3000000	1910
3000000	3000000	10561
0	3500000	124
500000	3500000	161
1000000	3500000	292
1500000	3500000	190
2000000	3500000	208
2500000	3500000	391
3000000	3500000	3591
3500000	3500000	11649
0	4000000	80
500000	4000000	93
1000000	4000000	223
1500000	4000000	187
2000000	4000000	193
2500000	4000000	472
3000000	4000000	1362
3500000	4000000	3514
4000000	4000000	11435
0	4500000	88
500000	4500000	109
1000000	4500000	228
1500000	4500000	196
2000000	4500000	209
2500000	4500000	417
3000000	4500000	1089
3500000	4500000	1859
4000000	4500000	4325
4500000	4500000	10205
0	5000000	72
500000	5000000	93
1000000	5000000	186
1500000	5000000	203
2000000	5000000	199
2500000	5000000	405
3000000	5000000	417
3500000	5000000	483
4000000	5000000	917
4500000	5000000	2937
5000000	5000000	9844
0	5500000	139
500000	5500000	208
1000000	5500000	262
1500000	5500000	103
2000000	5500000	66
2500000	5500000	179
3000000	5500000	507
3500000	5500000	544
4000000	5500000	522
4500000	5500000	1073
5000000	5500000	2153
5500000	5500000	13248
0	6000000	104
500000	6000000	159
1000000	6000000	212
1500000	6000000	114
2000000	6000000	85
2500000	6000000	157
3000000	6000000	281
3500000	6000000	301
4000000	6000000	269
4500000	6000000	371
5000000	6000000	522
5500000	6000000	2228
6000000	6000000	12566
0	6500000	52
500000	6500000	69
1000000	6500000	162
1500000	6500000	144
2000000	6500000	110
2500000	6500000	219
3000000	6500000	201
3500000	6500000	150
4000000	6500000	196
4500000	6500000	285
5000000	6500000	365
5500000	6500000	537
6000000	6500000	2488
6500000	6500000	11000
0	7000000	27
500000	7000000	41
1000000	7000000	98
1500000	7000000	160
2000000	7000000	121
2500000	7000000	219
3000000	7000000	98
3500000	7000000	92
4000000	7000000	114
4500000	7000000	183
5000000	7000000	262
5500000	7000000	189
6000000	7000000	730
6500000	7000000	3736
7000000	7000000	11972
0	7500000	75
500000	7500000	86
1000000	7500000	154
1500000	7500000	119
2000000	7500000	100
2500000	7500000	144
3000000	7500000	160
3500000	7500000	144
4000000	7500000	138
4500000	7500000	191
5000000	7500000	216
5500000	7500000	366
6000000	7500000	744
6500000	7500000	1755
7000000	7500000	2577
7500000	7500000	12203
0	8000000	52
500000	8000000	58
1000000	8000000	106
1500000	8000000	105
2000000	8000000	104
2500000	8000000	149
3000000	8000000	140
3500000	8000000	143
4000000	8000000	122
4500000	8000000	176
5000000	8000000	189
5500000	8000000	218
6000000	8000000	419
6500000	8000000	840
7000000	8000000	905
7500000	8000000	3536
8000000	8000000	11809
0	8500000	34
500000	8500000	21
1000000	8500000	61
1500000	8500000	110
2000000	8500000	124
2500000	8500000	140
3000000	8500000	53
3500000	8500000	61
4000000	8500000	85
4500000	8500000	104
5000000	8500000	170
5500000	8500000	97
6000000	8500000	195
6500000	8500000	420
7000000	8500000	718
7500000	8500000	1418
8000000	8500000	2917
8500000	8500000	10615
0	9000000	27
500000	9000000	31
1000000	9000000	60
1500000	9000000	98
2000000	9000000	123
2500000	9000000	135
3000000	9000000	55
3500000	9000000	62
4000000	9000000	99
4500000	9000000	113
5000000	9000000	116
5500000	9000000	76
6000000	9000000	211
6500000	9000000	435
7000000	9000000	770
7500000	9000000	1141
8000000	9000000	1491
8500000	9000000	4025
9000000	9000000	8999
0	9500000	22
500000	9500000	19
1000000	9500000	46
1500000	9500000	77
2000000	9500000	119
2500000	9500000	127
3000000	9500000	48
3500000	9500000	52
4000000	9500000	86
4500000	9500000	105
5000000	9500000	115
5500000	9500000	72
6000000	9500000	116
6500000	9500000	229
7000000	9500000	353
7500000	9500000	396
8000000	9500000	435
8500000	9500000	773
9000000	9500000	2768
9500000	9500000	9149
0	10000000	20
500000	10000000	29
1000000	10000000	44
1500000	10000000	94
2000000	10000000	105
2500000	10000000	116
3000000	10000000	49
3500000	10000000	52
4000000	10000000	77
4500000	10000000	72
5000000	10000000	112
5500000	10000000	67
6000000	10000000	107
6500000	10000000	181
7000000	10000000	260
7500000	10000000	311
8000000	10000000	347
8500000	10000000	530
9000000	10000000	1475
9500000	10000000	3595
10000000	10000000	9557
0	10500000	18
500000	10500000	33
1000000	10500000	52
1500000	10500000	83
2000000	10500000	102
2500000	10500000	117
3000000	10500000	66
3500000	10500000	65
4000000	10500000	67
4500000	10500000	85
5000000	10500000	126
5500000	10500000	71
6000000	10500000	121
6500000	10500000	230
7000000	10500000	286
7500000	10500000	297
8000000	10500000	331
8500000	10500000	459
9000000	10500000	1130
9500000	10500000	1838
10000000	10500000	3677
10500000	10500000	10595
0	11000000	35
500000	11000000	40
1000000	11000000	109
1500000	11000000	93
2000000	11000000	103
2500000	11000000	131
3000000	11000000	102
3500000	11000000	91
4000000	11000000	95
4500000	11000000	101
5000000	11000000	162
5500000	11000000	127
6000000	11000000	209
6500000	11000000	361
7000000	11000000	390
7500000	11000000	529
8000000	11000000	468
8500000	11000000	445
9000000	11000000	938
9500000	11000000	1157
10000000	11000000	1717
10500000	11000000	3619
11000000	11000000	11444
0	11500000	103
500000	11500000	131
1000000	11500000	146
1500000	11500000	64
2000000	11500000	40
2500000	11500000	87
3000000	11500000	171
3500000	11500000	178
4000000	11500000	131
4500000	11500000	159
5000000	11500000	133
5500000	11500000	332
6000000	11500000	410
6500000	11500000	314
7000000	11500000	216
7500000	11500000	501
8000000	11500000	443
8500000	11500000	170
9000000	11500000	294
9500000	11500000	357
10000000	11500000	410
10500000	11500000	625
11000000	11500000	2007
11500000	11500000	13022
0	12000000	107
500000	12000000	116
1000000	12000000	136
1500000	12000000	30
2000000	12000000	19
2500000	12000000	26
3000000	12000000	124
3500000	12000000	120
4000000	12000000	88
4500000	12000000	89
5000000	12000000	78
5500000	12000000	256
6000000	12000000	255
6500000	12000000	152
7000000	12000000	88
7500000	12000000	264
8000000	12000000	191
8500000	12000000	53
9000000	12000000	83
9500000	12000000	84
10000000	12000000	103
10500000	12000000	104
11000000	12000000	274
11500000	12000000	2574
12000000	12000000	12815
0	12500000	98
500000	12500000	110
1000000	12500000	76
1500000	12500000	40
2000000	12500000	47
2500000	12500000	49
3000000	12500000	101
3500000	12500000	90
4000000	12500000	72
4500000	12500000	75
5000000	12500000	96
5500000	12500000	180
6000000	12500000	191
6500000	12500000	118
7000000	12500000	90
7500000	12500000	169
8000000	12500000	144
8500000	12500000	80
9000000	12500000	62
9500000	12500000	87
10000000	12500000	114
10500000	12500000	108
11000000	12500000	225
11500000	12500000	639
12000000	12500000	3287
12500000	12500000	13558
0	13000000	103
500000	13000000	140
1000000	13000000	104
1500000	13000000	45
2000000	13000000	37
2500000	13000000	44
3000000	13000000	104
3500000	13000000	98
4000000	13000000	86
4500000	13000000	97
5000000	13000000	63
5500000	13000000	184
6000000	13000000	200
6500000	13000000	112
7000000	13000000	64
7500000	13000000	150
8000000	13000000	151
8500000	13000000	54
9000000	13000000	60
9500000	13000000	77
10000000	13000000	82
10500000	13000000	81
11000000	13000000	194
11500000	13000000	624
12000000	13000000	1547
12500000	13000000	3161
13000000	13000000	13038
0	13500000	77
500000	13500000	85
1000000	13500000	72
1500000	13500000	52
2000000	13500000	33
2500000	13500000	58
3000000	13500000	84
3500000	13500000	96
4000000	13500000	80
4500000	13500000	68
5000000	13500000	82
5500000	13500000	147
6000000	13500000	138
6500000	13500000	120
7000000	13500000	87
7500000	13500000	144
8000000	13500000	100
8500000	13500000	45
9000000	13500000	56
9500000	13500000	58
10000000	13500000	71
10500000	13500000	66
11000000	13500000	161
11500000	13500000	279
12000000	13500000	405
12500000	13500000	609
13000000	13500000	2672
13500000	13500000	12693
0	14000000	61
500000	14000000	63
1000000	14000000	80
1500000	14000000	48
