0	0	48642
0	500000	14913
500000	500000	75706
0	1000000	1600
500000	1000000	15012
1000000	1000000	45460
0	1500000	1070
500000	1500000	5355
1000000	1500000	16625
1500000	1500000	62020
0	2000000	711
500000	2000000	2519
1000000	2000000	4971
1500000	2000000	22538
2000000	2000000	70541
0	2500000	548
500000	2500000	1618
1000000	2500000	2205
1500000	2500000	5098
2000000	2500000	22916
2500000	2500000	82160
0	3000000	562
500000	3000000	1142
1000000	3000000	1120
1500000	3000000	2169
2000000	3000000	5428
2500000	3000000	15434
3000000	3000000	54005
0	3500000	511
500000	3500000	890
1000000	3500000	675
1500000	3500000	1043
2000000	3500000	1693
2500000	3500000	3305
3000000	3500000	7662
3500000	3500000	62531
0	4000000	214
500000	4000000	357
1000000	4000000	426
1500000	4000000	627
2000000	4000000	930
2500000	4000000	1658
3000000	4000000	2196
3500000	4000000	19835
4000000	4000000	41274
0	4500000	171
500000	4500000	360
1000000	4500000	307
1500000	4500000	515
2000000	4500000	790
2500000	4500000	1232
3000000	4500000	1031
3500000	4500000	3025
4000000	4500000	14859
4500000	4500000	57709
0	5000000	214
500000	5000000	333
1000000	5000000	264
1500000	5000000	445
2000000	5000000	561
2500000	5000000	827
3000000	5000000	894
3500000	5000000	2437
4000000	5000000	4888
4500000	5000000	18410
5000000	5000000	51035
0	5500000	187
500000	5500000	321
1000000	5500000	266
1500000	5500000	432
2000000	5500000	540
2500000	5500000	807
3000000	5500000	710
3500000	5500000	1784
4000000	5500000	3385
4500000	5500000	8824
5000000	5500000	19548
5500000	5500000	54610
0	6000000	188
500000	6000000	363
1000000	6000000	310
1500000	6000000	448
2000000	6000000	565
2500000	6000000	804
3000000	6000000	658
3500000	6000000	1434
4000000	6000000	2815
4500000	6000000	7138
5000000	6000000	7693
5500000	6000000	14585
6000000	6000000	66540
0	6500000	243
500000	6500000	440
1000000	6500000	330
1500000	6500000	479
2000000	6500000	577
2500000	6500000	734
3000000	6500000	734
3500000	6500000	1438
4000000	6500000	1827
4500000	6500000	2759
5000000	6500000	3327
5500000	6500000	4638
6000000	6500000	22612
6500000	6500000	75060
0	7000000	110
500000	7000000	161
1000000	7000000	150
1500000	7000000	203
2000000	7000000	267
2500000	7000000	384
3000000	7000000	228
3500000	7000000	383
4000000	7000000	737
4500000	7000000	1668
5000000	7000000	1199
5500000	7000000	1864
6000000	7000000	4556
6500000	7000000	13293
7000000	7000000	38331
0	7500000	104
500000	7500000	170
1000000	7500000	182
1500000	7500000	283
2000000	7500000	328
2500000	7500000	427
3000000	7500000	268
3500000	7500000	382
4000000	7500000	757
4500000	7500000	1434
5000000	7500000	1084
5500000	7500000	1631
6000000	7500000	3606
6500000	7500000	7432
7000000	7500000	16874
7500000	7500000	43318
0	8000000	104
500000	8000000	199
1000000	8000000	198
1500000	8000000	273
2000000	8000000	366
2500000	8000000	467
3000000	8000000	299
3500000	8000000	450
4000000	8000000	757
4500000	8000000	1281
5000000	8000000	990
5500000	8000000	1383
6000000	8000000	2554
6500000	8000000	4271
7000000	8000000	5386
7500000	8000000	11603
8000000	8000000	55556
0	8500000	137
500000	8500000	304
1000000	8500000	265
1500000	8500000	369
2000000	8500000	461
2500000	8500000	555
3000000	8500000	458
3500000	8500000	775
4000000	8500000	853
4500000	8500000	1133
5000000	8500000	1131
5500000	8500000	1374
6000000	8500000	2118
6500000	8500000	3431
7000000	8500000	2251
7500000	8500000	3726
8000000	8500000	20544
8500000	8500000	67526
0	9000000	245
500000	9000000	432
1000000	9000000	318
1500000	9000000	447
2000000	9000000	458
2500000	9000000	603
3000000	9000000	612
3500000	9000000	1011
4000000	9000000	821
4500000	9000000	650
5000000	9000000	1003
5500000	9000000	965
6000000	9000000	1323
6500000	9000000	2174
7000000	9000000	965
7500000	9000000	1385
8000000	9000000	5536
8500000	9000000	19441
9000000	9000000	72740
0	9500000	188
500000	9500000	302
1000000	9500000	233
1500000	9500000	310
2000000	9500000	351
2500000	9500000	507
3000000	9500000	462
3500000	9500000	776
4000000	9500000	603
4500000	9500000	646
5000000	9500000	812
5500000	9500000	844
6000000	9500000	1052
6500000	9500000	1525
7000000	9500000	758
7500000	9500000	1064
8000000	9500000	3164
8500000	9500000	7224
9000000	9500000	20920
9500000	9500000	62250
0	10000000	121
500000	10000000	239
1000000	10000000	195
1500000	10000000	298
2000000	10000000	353
2500000	10000000	506
3000000	10000000	353
3500000	10000000	502
4000000	10000000	587
4500000	10000000	758
5000000	10000000	658
5500000	10000000	775
6000000	10000000	920
6500000	10000000	1082
7000000	10000000	825
7500000	10000000	1088
8000000	10000000	2570
8500000	10000000	4169
9000000	10000000	5925
9500000	10000000	22521
10000000	10000000	51487
0	10500000	276
500000	10500000	452
1000000	10500000	314
1500000	10500000	467
2000000	10500000	551
2500000	10500000	677
3000000	10500000	637
3500000	10500000	851
4000000	10500000	614
4500000	10500000	632
5000000	10500000	777
5500000	10500000	807
6000000	10500000	843
6500000	10500000	1185
7000000	10500000	567
7500000	10500000	678
8000000	10500000	1415
8500000	10500000	2553
9000000	10500000	4086
9500000	10500000	8286
10000000	10500000	23511
10500000	10500000	84046
0	11000000	95
500000	11000000	194
1000000	11000000	244
1500000	11000000	368
2000000	11000000	434
2500000	11000000	703
3000000	11000000	272
3500000	11000000	355
4000000	11000000	510
4500000	11000000	704
5000000	11000000	537
5500000	11000000	502
6000000	11000000	679
6500000	11000000	695
7000000	11000000	752
7500000	11000000	845
8000000	11000000	1428
8500000	11000000	1418
9000000	11000000	1133
9500000	11000000	2360
10000000	11000000	5144
10500000	11000000	19178
11000000	11000000	63752
0	11500000	89
500000	11500000	231
1000000	11500000	256
1500000	11500000	365
2000000	11500000	424
2500000	11500000	574
3000000	11500000	323
3500000	11500000	478
4000000	11500000	479
4500000	11500000	645
5000000	11500000	515
5500000	11500000	563
6000000	11500000	695
6500000	11500000	713
7000000	11500000	595
7500000	11500000	709
8000000	11500000	1206
8500000	11500000	1233
9000000	11500000	1178
9500000	11500000	2032
10000000	11500000	3293
10500000	11500000	8847
11000000	11500000	27964
11500000	11500000	62760
0	12000000	182
500000	12000000	323
1000000	12000000	283
1500000	12000000	392
2000000	12000000	427
2500000	12000000	572
3000000	12000000	420
3500000	12000000	551
4000000	12000000	506
4500000	12000000	515
5000000	12000000	516
5500000	12000000	593
6000000	12000000	618
6500000	12000000	775
7000000	12000000	438
7500000	12000000	563
8000000	12000000	835
8500000	12000000	1102
9000000	12000000	1301
9500000	12000000	1643
10000000	12000000	2245
10500000	12000000	5717
11000000	12000000	8969
11500000	12000000	23082
12000000	12000000	92309
0	12500000	138
500000	12500000	265
1000000	12500000	213
1500000	12500000	363
2000000	12500000	381
2500000	12500000	469
3000000	12500000	368
3500000	12500000	495
4000000	12500000	445
4500000	12500000	477
5000000	12500000	490
5500000	12500000	517
6000000	12500000	532
6500000	12500000	642
7000000	12500000	387
7500000	12500000	461
8000000	12500000	647
8500000	12500000	850
9000000	12500000	1010
9500000	12500000	1152
10000000	12500000	1359
10500000	12500000	2661
11000000	12500000	3783
11500000	12500000	6521
12000000	12500000	28778
12500000	12500000	73715
0	13000000	106
500000	13000000	197
1000000	13000000	206
1500000	13000000	332
2000000	13000000	305
2500000	13000000	394
3000000	13000000	306
3500000	13000000	384
4000000	13000000	407
4500000	13000000	532
5000000	13000000	454
5500000	13000000	470
6000000	13000000	507
6500000	13000000	549
7000000	13000000	400
7500000	13000000	508
8000000	13000000	657
8500000	13000000	747
9000000	13000000	768
9500000	13000000	916
10000000	13000000	1185
10500000	13000000	1994
11000000	13000000	3233
11500000	13000000	4994
12000000	13000000	14693
12500000	13000000	21521
13000000	13000000	63660
0	13500000	87
500000	13500000	129
1000000	13500000	160
1500000	13500000	205
2000000	13500000	235
2500000	13500000	344
3000000	13500000	205
3500000	13500000	288
4000000	13500000	292
4500000	13500000	430
5000000	13500000	345
5500000	13500000	395
6000000	13500000	432
6500000	13500000	429
7000000	13500000	436
7500000	13500000	491
8000000	13500000	618
8500000	13500000	653
9000000	13500000	521
9500000	13500000	625
10000000	13500000	831
10500000	13500000	1054
11000000	13500000	1873
11500000	13500000	2366
12000000	13500000	4146
12500000	13500000	4618
13000000	13500000	14365
13500000	13500000	45231
0	14000000	97
500000	14000000	173
1000000	14000000	145
1500000	14000000	226
2000000	14000000	242
2500000	14000000	333
3000000	14000000	214
3500000	14000000	311
4000000	14000000	358
4500000	14000000	431
5000000	14000000	326
5500000	14000000	429
6000000	14000000	465
6500000	14000000	497
7000000	14000000	419
7500000	14000000	526
8000000	14000000	625
8500000	14000000	731
