0	0	37091
0	500000	15732
500000	500000	57114
0	1000000	5426
500000	1000000	19103
1000000	1000000	52076
0	1500000	2944
500000	1500000	4796
1000000	1500000	13035
1500000	1500000	39715
0	2000000	1497
500000	2000000	1976
1000000	2000000	4473
1500000	2000000	12101
2000000	2000000	32316
0	2500000	1760
500000	2500000	2591
1000000	2500000	5181
1500000	2500000	9001
2000000	2500000	13217
2500000	2500000	40758
0	3000000	1761
500000	3000000	3065
1000000	3000000	5334
1500000	3000000	4335
2000000	3000000	3871
2500000	3000000	12465
3000000	3000000	54430
0	3500000	1122
500000	3500000	1726
1000000	3500000	2192
1500000	3500000	1731
2000000	3500000	1432
2500000	3500000	2973
3000000	3500000	20723
3500000	3500000	71022
0	4000000	1025
500000	4000000	1257
1000000	4000000	1592
1500000	4000000	1900
2000000	4000000	1886
2500000	4000000	3478
3000000	4000000	12904
3500000	4000000	24038
4000000	4000000	43628
0	4500000	862
500000	4500000	1143
1000000	4500000	1445
1500000	4500000	1597
2000000	4500000	1697
2500000	4500000	3345
3000000	4500000	10960
3500000	4500000	9016
4000000	4500000	14377
4500000	4500000	42819
0	5000000	591
500000	5000000	917
1000000	5000000	1047
1500000	5000000	781
2000000	5000000	711
2500000	5000000	1174
3000000	5000000	3905
3500000	5000000	3929
4000000	5000000	3431
4500000	5000000	18693
5000000	5000000	52735
0	5500000	683
500000	5500000	1187
1000000	5500000	1295
1500000	5500000	613
2000000	5500000	552
2500000	5500000	865
3000000	5500000	3484
3500000	5500000	4329
4000000	5500000	2407
4500000	5500000	9022
5000000	5500000	19833
5500000	5500000	96993
0	6000000	611
500000	6000000	905
1000000	6000000	944
1500000	6000000	564
2000000	6000000	443
2500000	6000000	786
3000000	6000000	2017
3500000	6000000	2155
4000000	6000000	1518
4500000	6000000	3471
5000000	6000000	4909
5500000	6000000	22854
6000000	6000000	78114
0	6500000	553
500000	6500000	754
1000000	6500000	793
1500000	6500000	625
2000000	6500000	500
2500000	6500000	733
3000000	6500000	1366
3500000	6500000	1438
4000000	6500000	1119
4500000	6500000	1878
5000000	6500000	2322
5500000	6500000	5379
6000000	6500000	21264
6500000	6500000	54814
0	7000000	518
500000	7000000	696
1000000	7000000	714
1500000	7000000	596
2000000	7000000	521
2500000	7000000	703
3000000	7000000	1116
3500000	7000000	1182
4000000	7000000	929
4500000	7000000	1202
5000000	7000000	1407
5500000	7000000	2997
6000000	7000000	7078
6500000	7000000	24166
7000000	7000000	67383
0	7500000	476
500000	7500000	586
1000000	7500000	712
1500000	7500000	694
2000000	7500000	560
2500000	7500000	735
3000000	7500000	1055
3500000	7500000	1006
4000000	7500000	858
4500000	7500000	1114
5000000	7500000	1082
5500000	7500000	1892
6000000	7500000	4756
6500000	7500000	11084
7000000	7500000	13923
7500000	7500000	56903
0	8000000	419
500000	8000000	475
1000000	8000000	538
1500000	8000000	743
2000000	8000000	621
2500000	8000000	865
3000000	8000000	847
3500000	8000000	818
4000000	8000000	836
4500000	8000000	928
5000000	8000000	825
5500000	8000000	987
6000000	8000000	2174
6500000	8000000	4520
7000000	8000000	4971
7500000	8000000	22230
8000000	8000000	51336
0	8500000	183
500000	8500000	201
1000000	8500000	241
1500000	8500000	482
2000000	8500000	625
2500000	8500000	647
3000000	8500000	335
3500000	8500000	343
4000000	8500000	496
4500000	8500000	506
5000000	8500000	409
5500000	8500000	314
6000000	8500000	621
6500000	8500000	1257
7000000	8500000	1474
7500000	8500000	5835
8000000	8500000	11996
8500000	8500000	26580
0	9000000	202
500000	9000000	186
1000000	9000000	229
1500000	9000000	418
2000000	9000000	520
2500000	9000000	470
